educator_id,role,certification,years_experience,hire_year
3002615,teacher,standard,0,2025
3002616,teacher,standard,8,2017
3002617,teacher,standard,4,2021
3002618,teacher,standard,9,2016
3002619,teacher,standard,10,2015
3002620,teacher,standard,2,2023
3002621,teacher,standard,0,2025
3002622,teacher,provisional,7,2018
3002623,admin,provisional,6,2019
3002624,teacher,standard,12,2013
3002625,teacher,provisional,11,2014
3002626,teacher,standard,7,2018
3002627,teacher,standard,10,2015
3002628,teacher,standard,0,2025
3002629,teacher,standard,0,2025
3002630,teacher,standard,10,2015
3002631,counselor,standard,11,2014
3002632,teacher,standard,12,2013
3002633,teacher,provisional,9,2016
3002634,counselor,standard,12,2013
3002635,teacher,standard,8,2017
3002636,teacher,standard,3,2022
3002637,teacher,standard,15,2010
3002638,counselor,standard,8,2017
3002639,admin,standard,14,2011
3002640,counselor,provisional,12,2013
3002641,teacher,standard,9,2016
3002642,teacher,standard,0,2025
3002643,teacher,standard,0,2025
3002644,counselor,standard,11,2014
3002645,teacher,standard,5,2020
3002646,teacher,standard,13,2012
3002647,teacher,standard,5,2020
3002648,teacher,standard,8,2017
3002649,teacher,standard,8,2017
3002650,teacher,provisional,14,2011
3002651,teacher,standard,2,2023
3002652,teacher,standard,5,2020
3002653,teacher,standard,9,2016
3002654,teacher,standard,4,2021
3002655,teacher,standard,1,2024
3002656,teacher,standard,1,2024
3002657,teacher,standard,2,2023
3002658,counselor,standard,11,2014
3002659,teacher,standard,3,2022
3002660,teacher,standard,16,2009
3002661,teacher,standard,15,2010
3002662,teacher,standard,11,2014
3002663,teacher,standard,12,2013
3002664,teacher,standard,4,2021
3002665,teacher,standard,19,2006
3002666,teacher,standard,7,2018
3002667,teacher,standard,17,2008
3002668,teacher,standard,7,2018
3002669,teacher,standard,20,2005
3002670,teacher,provisional,14,2011
3002671,teacher,standard,5,2020
3002672,teacher,standard,9,2016
3002673,teacher,standard,3,2022
3002674,teacher,provisional,11,2014
3002675,counselor,standard,11,2014
3002676,teacher,standard,4,2021
3002677,counselor,standard,18,2007
3002678,teacher,standard,9,2016
3002679,teacher,provisional,20,2005
3002680,teacher,standard,0,2025
3002681,teacher,standard,6,2019
3002682,teacher,standard,6,2019
3002683,teacher,standard,14,2011
3002684,teacher,standard,4,2021
3002685,teacher,standard,5,2020
3002686,teacher,provisional,0,2025
3002687,teacher,standard,3,2022
3002688,counselor,standard,13,2012
3002689,teacher,standard,18,2007
3002690,teacher,standard,4,2021
3002691,teacher,standard,11,2014
3002692,teacher,standard,10,2015
3002693,counselor,standard,16,2009
3002694,teacher,provisional,12,2013
3002695,teacher,provisional,1,2024
3002696,teacher,none,13,2012
3002697,teacher,standard,11,2014
3002698,teacher,none,20,2005
3002699,admin,standard,0,2025
3002700,counselor,standard,17,2008
3002701,teacher,standard,0,2025
3002702,teacher,standard,27,1998
3002703,teacher,standard,4,2021
3002704,teacher,standard,9,2016
3002705,teacher,standard,10,2015
3002706,teacher,standard,10,2015
3002707,teacher,standard,13,2012
3002708,teacher,standard,9,2016
3002709,teacher,standard,10,2015
3002710,teacher,standard,10,2015
3002711,teacher,provisional,14,2011
3002712,teacher,standard,18,2007
3002713,teacher,standard,4,2021
3002714,counselor,standard,8,2017
3002715,teacher,standard,21,2004
3002716,teacher,standard,9,2016
3002717,teacher,standard,11,2014
3002718,counselor,none,0,2025
3002719,teacher,standard,8,2017
3002720,teacher,standard,21,2004
3002721,teacher,standard,4,2021
3002722,counselor,standard,19,2006
3002723,teacher,standard,1,2024
3002724,teacher,standard,4,2021
3002725,admin,provisional,11,2014
3002726,teacher,standard,16,2009
3002727,teacher,standard,14,2011
3002728,teacher,provisional,7,2018
3002729,teacher,standard,15,2010
3002730,teacher,none,4,2021
3002731,teacher,standard,15,2010
3002732,teacher,standard,3,2022
3002733,counselor,standard,4,2021
3002734,teacher,none,0,2025
3002735,teacher,provisional,2,2023
3002736,teacher,provisional,10,2015
3002737,teacher,standard,9,2016
3002738,teacher,standard,10,2015
3002739,counselor,standard,7,2018
3002740,teacher,standard,4,2021
3002741,teacher,standard,14,2011
3002742,teacher,standard,0,2025
3002743,teacher,standard,19,2006
3002744,teacher,standard,5,2020
3002745,teacher,provisional,17,2008
3002746,teacher,standard,15,2010
3002747,teacher,standard,6,2019
3002748,teacher,provisional,4,2021
3002749,teacher,standard,11,2014
3002750,teacher,standard,5,2020
3002751,counselor,none,8,2017
3002752,teacher,standard,7,2018
3002753,teacher,standard,11,2014
3002754,teacher,standard,6,2019
3002755,counselor,standard,8,2017
3002756,teacher,standard,7,2018
3002757,teacher,standard,8,2017
3002758,admin,provisional,16,2009
3002759,teacher,standard,8,2017
3002760,teacher,provisional,4,2021
3002761,counselor,standard,5,2020
3002762,counselor,provisional,15,2010
3002763,teacher,standard,12,2013
3002764,teacher,standard,6,2019
3002765,teacher,standard,2,2023
3002766,teacher,standard,0,2025
3002767,teacher,standard,8,2017
3002768,counselor,standard,9,2016
3002769,teacher,standard,12,2013
3002770,teacher,standard,15,2010
3002771,teacher,standard,11,2014
3002772,teacher,standard,12,2013
3002773,teacher,provisional,16,2009
3002774,teacher,standard,3,2022
3002775,teacher,provisional,15,2010
3002776,teacher,standard,3,2022
3002777,teacher,none,0,2025
3002778,teacher,standard,9,2016
3002779,teacher,provisional,1,2024
3002780,teacher,standard,12,2013
3002781,admin,standard,11,2014
3002782,teacher,standard,3,2022
3002783,teacher,provisional,7,2018
3002784,teacher,standard,6,2019
3002785,teacher,standard,20,2005
3002786,teacher,standard,7,2018
3002787,teacher,standard,8,2017
3002788,teacher,standard,8,2017
3002789,teacher,standard,11,2014
3002790,teacher,standard,3,2022
3002791,counselor,standard,10,2015
3002792,teacher,standard,2,2023
3002793,teacher,standard,0,2025
3002794,teacher,standard,0,2025
3002795,teacher,standard,23,2002
3002796,teacher,standard,0,2025
3002797,teacher,standard,0,2025
3002798,teacher,standard,6,2019
3002799,teacher,standard,10,2015
3002800,teacher,standard,2,2023
3002801,teacher,standard,12,2013
3002802,teacher,provisional,5,2020
3002803,teacher,standard,3,2022
3002804,teacher,standard,11,2014
3002805,teacher,standard,7,2018
3002806,teacher,standard,1,2024
3002807,teacher,none,13,2012
3002808,teacher,standard,8,2017
3002809,teacher,provisional,14,2011
3002810,teacher,standard,0,2025
3002811,teacher,none,4,2021
3002812,counselor,provisional,10,2015
3002813,teacher,standard,21,2004
3002814,teacher,standard,11,2014
3002815,teacher,standard,5,2020
3002816,teacher,provisional,22,2003
3002817,teacher,standard,12,2013
3002818,teacher,standard,5,2020
3002819,teacher,provisional,8,2017
3002820,teacher,standard,7,2018
3002821,teacher,standard,5,2020
3002822,teacher,standard,1,2024
3002823,teacher,standard,0,2025
3002824,teacher,provisional,12,2013
3002825,teacher,provisional,2,2023
3002826,teacher,standard,7,2018
3002827,teacher,provisional,6,2019
3002828,admin,standard,18,2007
3002829,counselor,standard,18,2007
3002830,counselor,standard,4,2021
3002831,teacher,standard,14,2011
3002832,counselor,standard,4,2021
3002833,teacher,standard,10,2015
3002834,teacher,standard,15,2010
3002835,teacher,standard,10,2015
3002836,teacher,standard,15,2010
3002837,teacher,standard,4,2021
3002838,teacher,standard,7,2018
3002839,teacher,standard,3,2022
3002840,teacher,standard,7,2018
3002841,admin,standard,14,2011
3002842,counselor,standard,3,2022
3002843,teacher,standard,11,2014
3002844,teacher,none,0,2025
3002845,teacher,standard,0,2025
3002846,teacher,provisional,7,2018
3002847,teacher,standard,11,2014
3002848,teacher,provisional,6,2019
3002849,teacher,provisional,1,2024
3002850,teacher,standard,13,2012
3002851,admin,standard,4,2021
3002852,teacher,standard,9,2016
3002853,teacher,standard,7,2018
3002854,counselor,standard,6,2019
3002855,teacher,standard,3,2022
3002856,teacher,standard,14,2011
3002857,teacher,standard,1,2024
3002858,teacher,standard,3,2022
3002859,teacher,standard,15,2010
3002860,admin,provisional,1,2024
3002861,teacher,standard,7,2018
3002862,admin,standard,8,2017
3002863,counselor,standard,6,2019
3002864,teacher,standard,5,2020
3002865,teacher,standard,10,2015
3002866,teacher,provisional,11,2014
3002867,teacher,standard,15,2010
3002868,teacher,standard,18,2007
3002869,teacher,standard,2,2023
3002870,teacher,standard,0,2025
3002871,teacher,standard,0,2025
3002872,teacher,standard,15,2010
3002873,teacher,none,7,2018
3002874,teacher,standard,12,2013
3002875,teacher,standard,6,2019
3002876,teacher,provisional,11,2014
3002877,teacher,none,4,2021
3002878,teacher,standard,10,2015
3002879,teacher,standard,13,2012
3002880,teacher,standard,8,2017
3002881,teacher,standard,0,2025
3002882,teacher,standard,15,2010
3002883,admin,standard,3,2022
3002884,teacher,standard,2,2023
3002885,counselor,standard,12,2013
3002886,admin,standard,1,2024
3002887,counselor,provisional,18,2007
3002888,teacher,standard,16,2009
3002889,teacher,standard,14,2011
3002890,teacher,standard,12,2013
3002891,teacher,standard,6,2019
3002892,teacher,provisional,5,2020
3002893,teacher,standard,4,2021
3002894,teacher,standard,15,2010
3002895,teacher,standard,0,2025
3002896,teacher,standard,4,2021
3002897,teacher,standard,3,2022
3002898,teacher,standard,16,2009
3002899,teacher,provisional,8,2017
3002900,teacher,provisional,5,2020
3002901,teacher,standard,13,2012
3002902,teacher,standard,3,2022
3002903,teacher,standard,9,2016
3002904,teacher,standard,12,2013
3002905,teacher,standard,6,2019
3002906,teacher,standard,5,2020
3002907,teacher,standard,1,2024
3002908,teacher,standard,9,2016
3002909,teacher,standard,15,2010
3002910,teacher,standard,8,2017
3002911,teacher,standard,4,2021
3002912,admin,provisional,5,2020
3002913,teacher,provisional,8,2017
3002914,teacher,provisional,0,2025
3002915,teacher,standard,0,2025
3002916,admin,standard,12,2013
3002917,teacher,standard,1,2024
3002918,teacher,standard,8,2017
3002919,teacher,none,10,2015
3002920,teacher,standard,19,2006
3002921,teacher,standard,20,2005
3002922,teacher,provisional,5,2020
3002923,admin,provisional,0,2025
3002924,teacher,standard,14,2011
3002925,teacher,standard,8,2017
3002926,teacher,standard,15,2010
3002927,teacher,provisional,0,2025
3002928,teacher,standard,13,2012
3002929,teacher,standard,12,2013
3002930,teacher,standard,0,2025
3002931,teacher,standard,5,2020
3002932,teacher,standard,15,2010
3002933,teacher,standard,14,2011
3002934,counselor,standard,15,2010
3002935,teacher,standard,28,1997
3002936,teacher,standard,0,2025
3002937,admin,standard,5,2020
3002938,counselor,standard,0,2025
3002939,teacher,provisional,4,2021
3002940,teacher,standard,5,2020
3002941,teacher,standard,18,2007
3002942,counselor,standard,4,2021
3002943,teacher,standard,10,2015
3002944,teacher,standard,14,2011
3002945,teacher,standard,18,2007
3002946,teacher,standard,0,2025
3002947,teacher,standard,4,2021
3002948,teacher,standard,0,2025
3002949,teacher,provisional,5,2020
3002950,teacher,provisional,2,2023
3002951,teacher,standard,6,2019
3002952,counselor,standard,4,2021
3002953,teacher,standard,11,2014
3002954,teacher,standard,18,2007
3002955,teacher,none,4,2021
3002956,teacher,standard,0,2025
3002957,teacher,standard,10,2015
3002958,teacher,standard,6,2019
3002959,teacher,standard,8,2017
3002960,teacher,standard,15,2010
3002961,teacher,standard,8,2017
3002962,teacher,provisional,1,2024
3002963,admin,standard,3,2022
3002964,admin,standard,11,2014
3002965,teacher,standard,22,2003
3002966,teacher,none,7,2018
3002967,teacher,standard,6,2019
3002968,teacher,standard,16,2009
3002969,teacher,standard,9,2016
3002970,teacher,standard,12,2013
3002971,teacher,standard,18,2007
3002972,teacher,provisional,20,2005
3002973,counselor,standard,14,2011
3002974,teacher,standard,10,2015
3002975,teacher,none,0,2025
3002976,admin,standard,17,2008
3002977,teacher,standard,15,2010
3002978,counselor,standard,8,2017
3002979,teacher,standard,5,2020
3002980,teacher,standard,11,2014
3002981,teacher,standard,1,2024
3002982,teacher,provisional,19,2006
3002983,teacher,standard,14,2011
3002984,counselor,provisional,6,2019
3002985,teacher,standard,8,2017
3002986,teacher,standard,14,2011
3002987,teacher,provisional,9,2016
3002988,teacher,provisional,12,2013
3002989,teacher,standard,11,2014
3002990,teacher,standard,13,2012
3002991,teacher,standard,14,2011
3002992,teacher,standard,9,2016
3002993,counselor,provisional,0,2025
3002994,teacher,standard,13,2012
3002995,teacher,standard,8,2017
3002996,teacher,standard,8,2017
3002997,teacher,standard,0,2025
3002998,teacher,standard,9,2016
3002999,teacher,standard,7,2018
3003000,teacher,standard,9,2016
3003001,teacher,standard,10,2015
3003002,teacher,provisional,5,2020
3003003,teacher,standard,0,2025
3003004,teacher,provisional,11,2014
3003005,teacher,provisional,5,2020
3003006,teacher,standard,7,2018
3003007,teacher,standard,8,2017
3003008,teacher,standard,12,2013
3003009,teacher,standard,22,2003
3003010,teacher,standard,11,2014
3003011,teacher,provisional,10,2015
3003012,teacher,standard,13,2012
3003013,teacher,standard,5,2020
3003014,teacher,provisional,16,2009
3003015,teacher,standard,6,2019
3003016,teacher,provisional,14,2011
3003017,teacher,standard,8,2017
3003018,admin,standard,11,2014
3003019,teacher,standard,11,2014
3003020,teacher,standard,0,2025
3003021,teacher,standard,8,2017
3003022,teacher,standard,0,2025
3003023,teacher,standard,7,2018
3003024,teacher,standard,12,2013
3003025,teacher,standard,10,2015
3003026,teacher,standard,7,2018
3003027,teacher,standard,8,2017
3003028,teacher,standard,1,2024
3003029,teacher,standard,7,2018
3003030,teacher,standard,8,2017
3003031,teacher,standard,13,2012
3003032,counselor,standard,5,2020
3003033,counselor,standard,11,2014
3003034,teacher,standard,0,2025
3003035,teacher,provisional,1,2024
3003036,counselor,standard,2,2023
3003037,teacher,standard,7,2018
3003038,teacher,standard,0,2025
3003039,teacher,standard,11,2014
3003040,teacher,provisional,0,2025
3003041,counselor,standard,9,2016
3003042,teacher,standard,5,2020
3003043,teacher,standard,8,2017
3003044,teacher,standard,6,2019
3003045,teacher,standard,3,2022
3003046,teacher,standard,12,2013
3003047,teacher,standard,11,2014
3003048,teacher,standard,12,2013
3003049,teacher,provisional,15,2010
3003050,teacher,standard,11,2014
3003051,teacher,standard,17,2008
3003052,teacher,standard,2,2023
3003053,teacher,provisional,0,2025
3003054,teacher,standard,10,2015
3003055,admin,provisional,10,2015
3003056,teacher,none,1,2024
3003057,teacher,standard,6,2019
3003058,counselor,standard,4,2021
3003059,teacher,standard,12,2013
3003060,teacher,standard,18,2007
3003061,teacher,standard,7,2018
3003062,teacher,standard,23,2002
3003063,admin,standard,5,2020
3003064,counselor,provisional,18,2007
3003065,counselor,standard,11,2014
3003066,teacher,standard,9,2016
3003067,teacher,standard,19,2006
3003068,counselor,standard,20,2005
3003069,teacher,standard,19,2006
3003070,teacher,standard,7,2018
3003071,admin,provisional,5,2020
3003072,teacher,standard,0,2025
3003073,teacher,provisional,0,2025
3003074,admin,standard,0,2025
3003075,teacher,standard,10,2015
3003076,admin,standard,7,2018
3003077,teacher,standard,15,2010
3003078,teacher,standard,12,2013
3003079,teacher,standard,7,2018
3003080,teacher,provisional,10,2015
3003081,teacher,provisional,7,2018
3003082,teacher,standard,4,2021
3003083,teacher,standard,9,2016
3003084,teacher,standard,6,2019
3003085,teacher,standard,9,2016
3003086,admin,none,14,2011
3003087,teacher,standard,0,2025
3003088,teacher,standard,3,2022
3003089,teacher,standard,14,2011
3003090,teacher,provisional,12,2013
3003091,admin,provisional,9,2016
3003092,teacher,standard,13,2012
3003093,teacher,standard,0,2025
3003094,teacher,standard,13,2012
3003095,teacher,standard,6,2019
3003096,teacher,standard,11,2014
3003097,teacher,standard,10,2015
3003098,teacher,standard,1,2024
3003099,teacher,provisional,3,2022
3003100,counselor,standard,4,2021
3003101,teacher,standard,12,2013
3003102,teacher,standard,1,2024
3003103,admin,standard,12,2013
3003104,teacher,standard,5,2020
3003105,teacher,standard,0,2025
3003106,counselor,provisional,4,2021
3003107,teacher,provisional,5,2020
3003108,teacher,standard,4,2021
3003109,teacher,standard,1,2024
3003110,teacher,standard,3,2022
3003111,teacher,standard,13,2012
3003112,teacher,standard,11,2014
3003113,teacher,provisional,14,2011
3003114,counselor,standard,8,2017
3003115,teacher,standard,19,2006
3003116,teacher,standard,13,2012
3003117,teacher,standard,11,2014
3003118,teacher,standard,0,2025
3003119,teacher,standard,8,2017
3003120,teacher,none,5,2020
3003121,teacher,standard,9,2016
3003122,teacher,standard,6,2019
3003123,counselor,standard,3,2022
3003124,teacher,standard,10,2015
3003125,teacher,standard,6,2019
3003126,teacher,standard,0,2025
3003127,teacher,provisional,26,1999
3003128,teacher,standard,5,2020
3003129,teacher,standard,8,2017
3003130,teacher,standard,16,2009
3003131,teacher,provisional,0,2025
3003132,teacher,standard,8,2017
3003133,teacher,provisional,3,2022
3003134,counselor,standard,21,2004
3003135,admin,provisional,15,2010
3003136,teacher,standard,2,2023
3003137,teacher,standard,4,2021
3003138,teacher,standard,0,2025
3003139,teacher,standard,3,2022
3003140,teacher,none,3,2022
3003141,teacher,standard,5,2020
3003142,teacher,standard,4,2021
3003143,teacher,provisional,13,2012
3003144,teacher,standard,2,2023
3003145,teacher,standard,18,2007
3003146,teacher,standard,0,2025
3003147,counselor,standard,12,2013
3003148,teacher,standard,15,2010
3003149,admin,standard,1,2024
3003150,teacher,standard,17,2008
3003151,teacher,standard,13,2012
3003152,admin,standard,15,2010
3003153,teacher,provisional,9,2016
3003154,teacher,standard,11,2014
3003155,admin,standard,14,2011
3003156,admin,standard,6,2019
3003157,teacher,standard,17,2008
3003158,teacher,standard,1,2024
3003159,teacher,standard,15,2010
3003160,teacher,provisional,8,2017
3003161,teacher,standard,10,2015
3003162,teacher,standard,13,2012
3003163,counselor,none,14,2011
3003164,teacher,standard,9,2016
3003165,teacher,standard,9,2016
3003166,teacher,standard,11,2014
3003167,teacher,standard,15,2010
3003168,teacher,standard,12,2013
3003169,teacher,standard,0,2025
3003170,teacher,standard,18,2007
3003171,teacher,standard,24,2001
3003172,teacher,standard,17,2008
3003173,teacher,standard,2,2023
3003174,teacher,standard,4,2021
3003175,teacher,standard,9,2016
3003176,teacher,standard,0,2025
3003177,teacher,none,9,2016
3003178,teacher,standard,7,2018
3003179,teacher,standard,7,2018
3003180,teacher,standard,8,2017
3003181,admin,standard,5,2020
3003182,counselor,standard,3,2022
3003183,teacher,standard,8,2017
3003184,teacher,provisional,10,2015
3003185,counselor,standard,13,2012
3003186,teacher,provisional,1,2024
3003187,teacher,standard,3,2022
3003188,teacher,standard,3,2022
3003189,counselor,standard,7,2018
3003190,teacher,standard,11,2014
3003191,teacher,provisional,5,2020
3003192,teacher,standard,3,2022
3003193,teacher,standard,10,2015
3003194,teacher,none,8,2017
3003195,teacher,provisional,0,2025
3003196,teacher,standard,11,2014
3003197,counselor,standard,3,2022
3003198,teacher,standard,9,2016
3003199,teacher,standard,0,2025
3003200,teacher,none,11,2014
3003201,teacher,standard,2,2023
3003202,teacher,standard,3,2022
3003203,teacher,standard,11,2014
3003204,admin,standard,10,2015
3003205,admin,standard,5,2020
3003206,teacher,standard,9,2016
3003207,admin,standard,0,2025
3003208,teacher,standard,16,2009
3003209,teacher,standard,6,2019
3003210,teacher,standard,11,2014
3003211,teacher,standard,8,2017
3003212,teacher,standard,14,2011
3003213,teacher,standard,9,2016
3003214,teacher,standard,6,2019
3003215,teacher,standard,6,2019
3003216,teacher,standard,6,2019
3003217,teacher,standard,4,2021
3003218,admin,standard,3,2022
3003219,teacher,standard,17,2008
3003220,teacher,standard,4,2021
3003221,teacher,standard,7,2018
3003222,teacher,standard,4,2021
3003223,teacher,standard,1,2024
3003224,counselor,standard,16,2009
3003225,teacher,provisional,18,2007
3003226,counselor,standard,15,2010
3003227,teacher,standard,5,2020
3003228,counselor,standard,7,2018
3003229,teacher,standard,9,2016
3003230,teacher,provisional,20,2005
3003231,teacher,standard,3,2022
3003232,counselor,standard,21,2004
3003233,teacher,standard,4,2021
3003234,teacher,standard,7,2018
3003235,teacher,provisional,4,2021
3003236,counselor,standard,6,2019
3003237,teacher,standard,0,2025
3003238,counselor,standard,0,2025
3003239,admin,standard,2,2023
3003240,teacher,standard,10,2015
3003241,teacher,standard,7,2018
3003242,teacher,standard,11,2014
3003243,teacher,provisional,4,2021
3003244,teacher,standard,4,2021
3003245,teacher,none,9,2016
3003246,teacher,standard,12,2013
3003247,teacher,standard,15,2010
3003248,teacher,standard,1,2024
3003249,teacher,standard,17,2008
3003250,teacher,standard,14,2011
3003251,counselor,provisional,4,2021
3003252,teacher,standard,8,2017
3003253,teacher,standard,3,2022
3003254,admin,standard,9,2016
3003255,teacher,standard,2,2023
3003256,teacher,standard,12,2013
3003257,teacher,standard,3,2022
3003258,counselor,standard,11,2014
3003259,counselor,standard,9,2016
3003260,teacher,standard,10,2015
3003261,teacher,standard,12,2013
3003262,teacher,standard,9,2016
3003263,admin,standard,18,2007
3003264,counselor,provisional,9,2016
3003265,teacher,standard,18,2007
3003266,teacher,standard,15,2010
3003267,teacher,standard,1,2024
3003268,teacher,standard,13,2012
3003269,teacher,standard,17,2008
3003270,teacher,standard,11,2014
3003271,teacher,standard,6,2019
3003272,teacher,standard,4,2021
3003273,counselor,standard,20,2005
3003274,teacher,standard,3,2022
3003275,teacher,standard,4,2021
3003276,teacher,standard,1,2024
3003277,teacher,standard,7,2018
3003278,teacher,standard,11,2014
3003279,teacher,standard,7,2018
3003280,teacher,standard,17,2008
3003281,teacher,standard,2,2023
3003282,teacher,provisional,3,2022
3003283,teacher,standard,0,2025
3003284,teacher,standard,9,2016
3003285,teacher,standard,7,2018
3003286,teacher,provisional,16,2009
3003287,teacher,standard,8,2017
3003288,teacher,standard,8,2017
3003289,counselor,provisional,6,2019
3003290,teacher,provisional,1,2024
3003291,teacher,standard,10,2015
3003292,teacher,standard,7,2018
3003293,teacher,standard,3,2022
3003294,teacher,standard,12,2013
3003295,admin,standard,5,2020
3003296,teacher,standard,13,2012
3003297,teacher,standard,7,2018
3003298,admin,standard,10,2015
3003299,teacher,standard,15,2010
3003300,teacher,standard,13,2012
3003301,teacher,standard,12,2013
3003302,teacher,standard,4,2021
3003303,admin,standard,6,2019
3003304,counselor,none,11,2014
3003305,counselor,standard,1,2024
3003306,teacher,provisional,11,2014
3003307,teacher,standard,11,2014
3003308,teacher,standard,3,2022
3003309,admin,standard,11,2014
3003310,counselor,standard,4,2021
3003311,teacher,standard,11,2014
3003312,teacher,none,0,2025
3003313,teacher,standard,1,2024
3003314,teacher,standard,0,2025
3003315,teacher,standard,18,2007
3003316,teacher,standard,18,2007
3003317,teacher,standard,3,2022
3003318,teacher,standard,12,2013
3003319,teacher,standard,16,2009
3003320,teacher,standard,16,2009
3003321,teacher,standard,0,2025
3003322,teacher,provisional,10,2015
3003323,teacher,standard,1,2024
3003324,teacher,standard,10,2015
3003325,teacher,standard,0,2025
3003326,teacher,provisional,9,2016
3003327,teacher,standard,9,2016
3003328,teacher,standard,0,2025
3003329,teacher,provisional,0,2025
3003330,teacher,provisional,19,2006
3003331,teacher,standard,13,2012
3003332,teacher,provisional,18,2007
3003333,teacher,standard,17,2008
3003334,admin,standard,4,2021
3003335,teacher,provisional,18,2007
3003336,teacher,standard,8,2017
3003337,teacher,standard,8,2017
3003338,teacher,standard,2,2023
3003339,counselor,standard,8,2017
3003340,teacher,provisional,17,2008
3003341,teacher,standard,21,2004
3003342,teacher,standard,15,2010
3003343,teacher,standard,6,2019
3003344,counselor,standard,6,2019
3003345,teacher,standard,18,2007
3003346,teacher,standard,4,2021
3003347,teacher,standard,4,2021
3003348,teacher,standard,10,2015
3003349,teacher,standard,2,2023
3003350,counselor,standard,10,2015
3003351,admin,standard,19,2006
3003352,teacher,standard,6,2019
3003353,teacher,standard,8,2017
3003354,teacher,standard,1,2024
3003355,teacher,standard,3,2022
3003356,teacher,standard,0,2025
3003357,teacher,provisional,3,2022
3003358,teacher,standard,13,2012
3003359,counselor,standard,10,2015
3003360,teacher,standard,9,2016
3003361,teacher,provisional,7,2018
3003362,teacher,standard,8,2017
3003363,teacher,none,15,2010
3003364,admin,standard,5,2020
3003365,teacher,standard,21,2004
3003366,teacher,standard,2,2023
3003367,teacher,standard,14,2011
3003368,admin,standard,0,2025
3003369,teacher,standard,12,2013
3003370,counselor,provisional,5,2020
3003371,teacher,standard,11,2014
3003372,teacher,provisional,7,2018
3003373,teacher,standard,17,2008
3003374,admin,standard,13,2012
3003375,teacher,standard,8,2017
3003376,teacher,standard,5,2020
3003377,teacher,none,6,2019
3003378,teacher,standard,10,2015
3003379,teacher,standard,5,2020
3003380,teacher,standard,6,2019
3003381,teacher,standard,5,2020
3003382,teacher,standard,10,2015
3003383,teacher,standard,13,2012
3003384,teacher,standard,11,2014
3003385,teacher,standard,9,2016
3003386,teacher,standard,18,2007
3003387,teacher,standard,8,2017
3003388,teacher,standard,12,2013
3003389,teacher,provisional,14,2011
3003390,teacher,standard,11,2014
3003391,counselor,standard,4,2021
3003392,teacher,standard,0,2025
3003393,teacher,standard,12,2013
3003394,teacher,standard,5,2020
3003395,admin,provisional,0,2025
3003396,teacher,standard,13,2012
3003397,teacher,standard,10,2015
3003398,teacher,standard,10,2015
3003399,teacher,standard,5,2020
3003400,teacher,provisional,5,2020
3003401,counselor,standard,0,2025
3003402,teacher,provisional,5,2020
3003403,teacher,standard,7,2018
3003404,teacher,standard,0,2025
3003405,teacher,provisional,10,2015
3003406,teacher,standard,6,2019
3003407,teacher,standard,5,2020
3003408,teacher,standard,3,2022
3003409,teacher,standard,9,2016
3003410,teacher,standard,11,2014
3003411,teacher,standard,9,2016
3003412,teacher,standard,16,2009
3003413,teacher,standard,4,2021
3003414,teacher,standard,16,2009
3003415,teacher,standard,8,2017
3003416,teacher,provisional,9,2016
3003417,teacher,provisional,3,2022
3003418,teacher,standard,13,2012
3003419,teacher,standard,19,2006
3003420,teacher,standard,5,2020
3003421,teacher,standard,2,2023
3003422,teacher,standard,6,2019
3003423,counselor,standard,5,2020
3003424,teacher,provisional,5,2020
3003425,teacher,standard,2,2023
3003426,teacher,provisional,16,2009
3003427,teacher,provisional,20,2005
3003428,teacher,standard,12,2013
3003429,teacher,standard,9,2016
3003430,teacher,standard,8,2017
3003431,teacher,standard,13,2012
3003432,teacher,standard,8,2017
3003433,teacher,standard,4,2021
3003434,teacher,standard,2,2023
3003435,teacher,provisional,6,2019
3003436,admin,standard,16,2009
3003437,teacher,provisional,7,2018
3003438,admin,standard,7,2018
3003439,teacher,standard,12,2013
3003440,teacher,provisional,7,2018
3003441,teacher,standard,11,2014
3003442,teacher,standard,9,2016
3003443,counselor,standard,4,2021
3003444,teacher,none,4,2021
3003445,teacher,standard,14,2011
3003446,teacher,standard,14,2011
3003447,teacher,standard,6,2019
3003448,teacher,standard,15,2010
3003449,teacher,standard,8,2017
3003450,counselor,standard,15,2010
3003451,counselor,standard,14,2011
3003452,teacher,provisional,9,2016
3003453,admin,standard,11,2014
3003454,teacher,standard,10,2015
3003455,teacher,standard,8,2017
3003456,teacher,standard,19,2006
3003457,teacher,standard,9,2016
3003458,teacher,standard,2,2023
3003459,teacher,standard,11,2014
3003460,teacher,standard,5,2020
3003461,teacher,standard,2,2023
3003462,teacher,standard,14,2011
3003463,teacher,standard,7,2018
3003464,teacher,standard,3,2022
3003465,teacher,standard,7,2018
3003466,teacher,standard,16,2009
3003467,teacher,standard,5,2020
3003468,counselor,standard,13,2012
3003469,teacher,standard,16,2009
3003470,teacher,provisional,18,2007
3003471,teacher,standard,4,2021
3003472,teacher,standard,2,2023
3003473,teacher,standard,9,2016
3003474,teacher,standard,4,2021
3003475,teacher,standard,0,2025
3003476,counselor,standard,8,2017
3003477,teacher,standard,4,2021
3003478,teacher,provisional,0,2025
3003479,teacher,standard,15,2010
3003480,teacher,standard,10,2015
3003481,teacher,standard,12,2013
3003482,teacher,standard,12,2013
3003483,teacher,standard,12,2013
3003484,teacher,standard,3,2022
